crn,cname,title,semester,credit,status,schedule,begin,end,building,room,capacity,professor,preq,desc,major
85660,AAS 256,History of Race in America,Fall 2016,4.0,Open,TR,1400,1515,MEL,205,0,HUDSON L,NULL,"We will identify and discuss the salient moments in the nation's history when race functioned as an organizing principle in the construction of American public and private institutions. Course readings will examine the historical background of current debates on issues such as Affirmative Action, Diversity, Multiculturalism, Educational Testing, Reparations, the Media, and Political Party Re-alignment.",AAS
10229,AAS 380,SENIOR SEMINAR,Fall 2016,4.0,Open,T,940,1220,MOREY,314,0,KEMEDJIO C,NULL,Students will draw upon their exposure to the theory methods of AAS to produce an interdisciplinary research paper on a topic of their own choosing.  Open only to senior majors.  Permission of Department required.,AAS
10230,AAS 390,SUPERVISED TEACHING,Fall 2016,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AAS
10256,AAS 391,INDEPENDENT STUDY,Fall 2016,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,"Independent studies on some aspect of the problems of energy resource development in lower-income countries, solutions to it, and relationship to development issues, including work with the instructor’s Access to Hydrocarbon Energy for African Development project, can be done within this course.",AAS
92481,AAS 391W,INDEPENDENT STUDY,Fall 2016,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AAS
10267,AAS 394,INTERNSHIP,Fall 2016,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Experience in an applied setting supervised on site. Approved and overseen by a University instructor.,AAS
85671,AAS 456,History of Race in America,Fall 2016,4.0,Open,TR,1400,1515,MEL,205,0,HUDSON L,NULL,"We will identify and discuss the salient moments in the nation's history when race functioned as an organizing principle in the construction of American public and private institutions. Course readings will examine the historical background of current debates on issues such as Affirmative Action, Diversity, Multiculturalism, Educational Testing, Reparations, the Media, and Political Party Re-alignment.",AAS
10275,AAS 986V,FULL TIME VISITING STUDENT,Fall 2016,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AAS
10294,AH 101,INTRO TO ART & VISUAL CULTURE,Fall 2016,4.0,Open,TR,1105,1220,MOREY,525,0,DURO P,NULL,"This course is designed to introduce the student to aspects of the history of Western painting, sculpture, & architecture from the Renaissance through the present. We will examine the various schools & movements in their historical contexts, while paying particular attention to the histories that bear upon them, such as the influence of the classical past, religion, gender, political power, & the rise of the artist. The course will therefore attempt two goals; one, to familiarize students with the principal monuments of the western tradition from about 1400 onward, that is, the paintings, sculptures, buildings, & artifacts which form the substance of this narrative; two, to develop visual literacy, that is, the ability not only to identify but also to discuss art works in a way that develops critical competence & an understanding of how the western tradition of art has come about.",AH
82840,AH 112,FEMINIST BODY IN PERFORMANCE,Fall 2016,4.0,Open,TR,940,1055,LATT,540,16,DIGIULIO L,NULL,"What role does gender play in how bodies are represented in artistic practices? Can the body become a place where resistance to dominant social, political, and economic systems is enacted? This course will provide an introduction to key topics in the field of women’s studies through the detailed examination of feminist performance art from the 1960s-1980s, and the critical scholarship surrounding these practices. Using foundational texts in performance studies, feminist theory, and art history and criticism, we will identify the social assumptions that have historically structured visual representations of the female body and discuss the various strategies that feminist artists employ to subvert patriarchal modes of viewing and question what it means to function as the object or subject of a gaze.",AH
88972,AH 125,The Mediterranean Emporia: The Art and Archaeology of Phoenician Culture(s) in the First Millennium B.C.E.,Fall 2016,4.0,Open,TR,940,1055,TODD,202,20,SMITH A,NULL,"The Phoenician world spanned the entire Mediterranean in the first millennium B.C.E., reaching the conceptual edge of the world beyond the Pillars of Hercules, clashing with Greek, Roman and indigenous Mediterranean cultures. This course will approach the visual arts and archaeological presence of Phoenician and subsequent Carthaginian cultures in the first millennium B.C.E. The course will also take into consideration Phoenician and Carthaginian trading practices and their influence on indigenous lifeways from the Levant to Western North Africa. The topics discussed over the course of the semester will serve to showcase the sometimes overlooked, yet dramatic influence of Phoenician culture on the trajectory of the ancient Mediterranean world.",AH
10338,AH 136,INTRODUCTION TO THE ART OF FILM,Fall 2016,4.0,Open,TR,1105,1220,MOREY,321,80,MIDDLETON J,NULL,"As an introduction to the art of film, this course will present theconcepts of film form, film aesthetics, and film style, while remainingattentive to the various ways in which cinema also involves aninteraction with audiences and larger social structures.",AH
80343,AH 137,INTRODUCTION TO MODERN ARCHITECTURE,Fall 2016,4.0,Open,MW,1150,1305,MEL,218,25,REMMEL R,NULL,"This course provides an introduction to modern architecture starting with its nineteenth-century roots and continuing to the present day.  We will explore the impact of technological, economic, political, and social change on architecture, as well as study major figures of modern architecture such as Le Corbusier, Mies van der Rohe, and Frank Lloyd Wright.",AH
81499,AH 188,CITIES & URBANISM IN PRE-COLUMBIAN MESOAMERICAN AND THE ANDES,Fall 2016,4.0,Open,TR,1400,1515,LATT,441,15,BAUTISTA S,NULL,"The discipline of archaeology can make unique contributions to our understanding of urbanism and daily life given its ability to examine long-term processes of development and change. The goal of this course is to provide an introduction and overview of urbanism as exemplified by the indigenous cities of the New World (e.g. Mesoamerica and South America). While regional differences will be discussed, we will focus mainly on identifying the theoretical issues that intersect all of the regions we will be studying.",AH
10369,AH 209,WRITING ON ART,Fall 2016,4.0,Open,TR,940,1055,MOREY,524,15,BERLO J; GAO V,NULL,"This course seeks to improve students' writing and analytical skills through analysis and experimentation with different styles of writing about contemporary and historical arts. Students analyze prose by artists, historians, cultural critics, poets, and others who have written on the visual arts, with an eye towards how writing on art can be a tool for improving expression in many areas.  Slide lectures, discussions, and writing projects on objects of diverse media and historical eras will be augmented by visiting speakers and field trips to museums and galleries. This course fulfills one-half of the upper level writing requirement for both studio and art history majors.  Permission of instructor required.",AH
82234,AH 222,"ANXIETY, IDENTITY, FANTASTY: TOPICS IN ""TRADITIONAL"" JAPANESE CULTURE",Fall 2016,4.0,Open,MW,900,1015,LCHAS,143,20,HOLLOWAY D,NULL,"This discussion-based course interrogates the construction and evolution of Japan’s cultural traditions and idioms from ancient times to the eve of modernity. Drawing from oral records and mythology, literary and historical texts, and performing and visual arts, among other mediums, this course asks students to understand and appreciate the dynamic contexts of Japanese “tradition.” At the same time, contemporary evocations of the past, as represented through manga and film, will help us understand the processes through which traditions are (re)invented and (re)made. This course is therefore invested in both the historical legacy of traditional Japan and the ways in which tradition itself remains central to contemporary evocations Japanese culture. No prior knowledge of Japan is required or expected.",AH
10395,AH 226,"MONUMENTS OF ANCIENT ITALY: HISTORY, STRUCTURE, FORM (TAUGHT IN AREZZO, ITALY)",Fall 2016,4.0,Open,TBA,NULL,NULL,NULL,NULL,0,LOGAN D; PERUCCHIO R,NULL,"The course studies the archaeology and architecture of buildings in ancient Italy from the fifth century BC to the fourth century AD, adopting a multidisciplinary approach based on archeological evidence, technical and functional aspects, and historical significance. Classes are taught on location and focus on the most relevant monuments and archeological sites in central and southern Italy, including Rome, Ostia Antica, Pompeii, Herculaneum, Baia, and Paestum. The course is divided into three parts: (1) structural design and technical issues related to ancient monuments, (2) monuments of Etruscan Italy and Magna Grecia, and (3) Roman monuments.",AH
80839,AH 227,POETICS OF TELEVISION,Fall 2016,4.0,Open,TR,1230,1345,GRGEN,108,66,BURGES J,NULL,"This course introduces students to the poetics of television. We will explore the ways that television tells stories and how it constructs worlds; the significance of genre, style, and form to those stories and worlds; and the relationship between television and the horizons of social, historical, and aesthetic experience that television opens up as one of the most important culture industries of the last 100 years. Much of our class will be devoted to watching TV and discussing what we watch, from the sitcom, news, reality TV, domestic melodrama, soap operas, and crime procedurals to advertising, animation, mini-series, sci-fi and fantasy, the Western, “art television,” and live drama. Students will also come to understand poetics as an approach useful to the study of any medium, especially when combined with the more speculative and conceptual projects of media and critical theory.",AH
80430,AH 233,THINKING THROUGH THE COPY,Fall 2016,4.0,Open,TR,1400,1515,LCHAS,121,0,DURO P,NULL,"What is a copy? The question may seem trivial and the answer obvious, yet just what do we mean when we say a work is a copy? Is a copy the same thing as a reproduction, replication, repetition, imitation, duplicate, or facsimile? And what of related terms such as fake, forgery or counterfeit? Throughout history artists have addressed the work of others, and sometimes their own work, from the point of view of imitating it, appropriating it, and refashioning it. As a practice copying in its many forms has underpinned the production of art since earliest times. As a theory imitation precedes notions of authenticity and originality, and may be said to bring these latter concepts into being. This course will examine copying across the full range visual media – painting, sculpture, architecture, printmaking photography, film and new media.",AH
85270,AH 234,ART AND ENVIRONMENT,Fall 2016,4.0,Open,T,1525,1805,MOREY,524,12,LIU L,NULL,"Environment is the unification of space, time, and value. What does art have to do with it? This seminar examines the possibilities of art by considering its engagement with or alienation from the living worlds and beyond. It challenges the dualist views of culture and nature by instead examining the interdependence and interconnections among human bodies and other living organisms or non-living things. It will consider current pressing issues of Anthropocene, climate change, eco-aesthetics and the dark sides of the ecosystems, as well as the economy and politics of scaling relative to the views of the local, global, and planetary spaces. Besides reading a set of interdisciplinary literature on relevant topics, we will focus on examples and case studies of Chinese landscape paintings throughout history.",AH
10425,AH 242,HISTORY OF PHOTOGRAPHY: 1839-1915,Fall 2016,4.0,Open,MW,1025,1140,MOREY,502,20,LEWIS J,NULL,"The French author Roland Barthes described the emergence of photography in the early 19th century as a “truly unprecedented type of consciousness.” This class traces the emergence of this photographic consciousness in the 19th century as it develops within a number of specific arenas of culture & representation, from the medium’s conception in the early 19th century to its modernization in the early 20th century. The class will allow for general discussion of the history of photography with some detailed discussion of particular photographers, images, & texts. The class will look at photography as a cultural phenomenon as much as an art form, critically studying the various discursive arenas that this new medium helped to foster and redefine. We will also ask what makes photographic images so compelling, what we expect to see in them & what, distinguishes in the photographic realm a document from an artwork, & an ephemeral image from a material object.",AH
10433,AH 244,"ART, ARCHITECTURE, AND LITERATURE IN THE AGE OF DANTE AND BEYOND (TAUGHT IN AREZZO, ITALY)",Fall 2016,4.0,Open,TBA,NULL,NULL,NULL,NULL,30,LOGAN D; STOCCHI-PERUC,NULL,"When we look at works of art in museums, galleries, and churches we are, in most cases, looking at them out of context. Furthermore, when we look at early Renaissance paintings we do not see them through the eyes of the people who produced them or for whom they were produced. We have to learn to see them as they might have been seen. We can begin to do this by learning how to read and to interpret the complex elements at play beneath the immediate surface by setting the artist, his work, and his public in their social and religious historical contexts, and by exploring the universal unspoken language of signs and symbols used by artists. The course content is based on painted forms, i.e., panels, canvases, and frescos from the Trecento and Quattrocento with an emphasis on Tuscan painting. The selection, as far as possible, takes advantage of the availability of works in churches, museums, and galleries within easy visiting distance of Arezzo.",AH
82781,AH 251,PREHISTORY OF ANCIENT PERU: THE INCAS AND THEIR ANCESTORS,Fall 2016,4.0,Open,TR,1650,1805,DEWEY,2110D,25,BAUTISTA S,NULL,"From Machu Picchu to the geoglyphs on the Nasca desert, the Andean region of South America has a long and rich pre-Columbian history. This course will survey the archaeological approaches to understanding the development of Andean cultures that ranges from hunter-gatherers to the Inca Empire. Some of the prehistoric cultures we will be examining include Caral, Chavin, Nasca, Wari, and the Inca. This will class will also discuss plant and animal domestication, inequality, gender, ceramics, urbanization, and the rise and fall of states and empires.",AH
10444,AH 252,FILM HISTORY: EARLY CINEMA,Fall 2016,4.0,Open,T,1815,2200,GEH,NULL,0,CARLI P,NULL,"Intro to history, technology, cultural significance of motion pictures of the ""pre-sound"" era, screenings of 35mm prints accompanied by live music in the Dryden Theatre. Special attention to major pioneers, Dickson, Porter, Lumière, Méliès, and Griffith, including a variety of internationally produced films selected from the world-famous archival film collection of the George Eastman House. Same as FMS 247",AH
82379,AH 253,FILM HISTORY: 1929-1959,Fall 2016,4.0,Open,MW,1400,1515,MOREY,504,0,WILLIS S,NULL,"This course provides a transnational survey of film history, examining the technical and formal aspects of the medium in its production and exhibition.  As we explore the development of cinema during this period, we will address a number of aesthetic and  technological issues.  For example, how did the development of sound technology affect film form?  How did it affect cross-cultural cinematic exchange?  What is the significance of genre across various film traditions?  What did the studio system contribute to Hollywood's success in the international market?  How did immigrant and exiled film personnel shape the industries they joined?  Weekly screenings and film journals required.",AH
10457,AH 262,IMPRESSIONISM & POST-IMPRESSIONISM,Fall 2016,4.0,Open,TR,1230,1345,LCHAS,122,0,LEWIS J,NULL,"Covering artists from Edouard Manet to Vincent Van Gogh, and from Edgar Degas to Mary Cassatt, this course examines the work and social context of a constellation of artists whose practice in late-nineteenth-century Europe came to be known as Impressionist and Post-Impressionist. These artists’ representations of the city, the suburbs, leisure, labor, class and gender roles communicate a complex worldview in addition to a radical aesthetic. In developing general skills of analysis through the lectures, course readings, and museum visits, students should emerge from the course with a critical comprehension of the artists and their significant works, including the means to interpret the style, subject matter, and history of an emergent modernist art form.",AH
80570,AH 269,THE ART MARKET,Fall 2016,4.0,Open,TR,1400,1515,MOREY,524,0,SEIBERLING G,NULL,"This course asks what happens if you think about art as a commodity rather than in terms of creators, aesthetics, or iconography. Rather than looking at art as self-expression or the work of individual artists, this course looks at art as a commodity and in relation to economic forces. What determines the value of a work of art or an art object and why does value change over time? We will look at case studies providing a historical perspective and at the present-day explosive art market. We will investigate historical evidence on ways in which art was exchanged and evaluated, and how the profession of art dealing evolved. We will look at how dealers became involved in creating brands for artists and ways in which the contemporary art fair has blurred the line between curator and dealer. We will consider how artists work with and against the market and how art and museums figure in economic development. The class will require short writing assignments, a presentation and a research paper.",AH
10466,AH 279,CLOCKS AND COMPUTERS: VISUALIZING CULTURAL TIME,Fall 2016,4.0,Open,TR,1650,1805,RRLIB,G108A,15,BURGES J,NULL,"What does time look like? How can we use computers to visualize the experience of time produced by watching a movie or television series, reading a literary text such as a novel or poem, or simply being on our cell phone throughout the day? What kinds of interfaces and interpretations are possible once we visualize the rhythms of these? We will collaborate on answers to these questions through projects in which students gather “small data” that they then visualize with the aim of understanding how digital technologies provide new mediums of analysis for grappling with the meanings of temporality. Organized as much around student concerns as ongoing research, this interdisciplinary course will introduce students to important work in the humanistic study of time; innovative scholarship in the digital humanities; and experiments in using digital technology to pursue qualitative research. No technical knowledge needed, only a desire to play with the possibilities of contemporary media for the study of culture.",AH
80086,AH 280,NATIVE AMERICAN ART & RELIGION,Fall 2016,4.0,Open,TR,1230,1345,MOREY,525,0,BERLO J,NULL,"This class will explore the various spiritual and artistic traditions of the indigenous peoples of North America.  Ranging from the Canadian arctic to the desert Southwest, we will look at various practices including: shamanism, art and hunting magic in the Arctic, art and curing societies in the Great Lakes and Eastern Woodlands, evidence for religious practice in archaeological contexts, and Kachina societies in the Pueblo southwest.  More in-depth readings will focus on Navajo sand painting and healing, and Plains Indian spiritual traditions including the Sun Dance and Vision Quest, and their manifestations in the artistic record.  We shall also examine late 19th century crisis cults such as the Ghost Dance Religion, and pan-Indian movements in the 20th century like the Peyote Religion, as well as issues concerning secrecy, privacy, and ethics in the study of Native artistic and religious traditions.",AH
10482,AH 287,CULTURE ON DISPLAY,Fall 2016,4.0,Open,TR,1105,1220,B&L,315,25,SEIBERLING G,NULL,"This course looks at the phenomenon of the museum, asking questions about the relation of culture and institutions. How do museums and the selection of what things go into them and the way objects are arranged and displayed shape the way we think about our past, about art? Why are ""natural history"" and ""history"" and ""art"" displayed in different institutions? What are the implications of reproduction for the ""original""? Do museums have a future?",AH
79643,AH 292,THE MODERN CITY,Fall 2016,4.0,Open,W,1025,1305,MOREY,524,20,SAAB J,NULL,"This course takes an interdisciplinary approach to examining the modern city in both moments of triumph and crisis.  The idea of the ""city"" has played a major role in conceptualizing modernity (as well as Postmodernity).  We will look at representations of the metropolis in painting, photography, film and philosophy.  Using critical theory, urban planning documents, as well as fictional accounts, we will explore competing ideological perspectives on and debates over the place of the city in modern culture.",AH
91888,AH 292W,THE MODERN CITY,Fall 2016,4.0,Open,W,1025,1305,MOREY,524,20,SAAB J,NULL,"This course takes an interdisciplinary approach to examining the modern city in both moments of triumph and crisis.  The idea of the ""city"" has played a major role in conceptualizing modernity (as well as Postmodernity).  We will look at representations of the metropolis in painting, photography, film and philosophy.  Using critical theory, urban planning documents, as well as fictional accounts, we will explore competing ideological perspectives on and debates over the place of the city in modern culture.",AH
85933,AH 348,DIGITAL MEDIA & PARTICIPATORY CULTURES,Fall 2016,4.0,Open,TR,940,1055,HYLAN,203,0,ZULKARNAIN I,NULL,"This course will explore the notion that digital media technologies have liberating potentials to further democratic empowerment and produce a more inclusive public sphere. We will focus our exploration on the concept of participatory cultures in which developments of digital media technologies have transformed passive users into progressive and active “produsers” (producers and users), indicative in the concept of Web 2.0’s “user-generated content.” We are going to explore how contemporary digital media’s participatory characteristics affect strategies and manifestations in social and political activisms at a global scale. We will study, for instance, how social networking platforms and mobile computing have placed powerful capabilities in the hands of individuals who collectively have used them in innovative ways to break free of powerful forces, expose corruption, challenge institutional surveillance, and even bring down regimes once thought immoveable—such as in the case of the “Arab Spring.”",AH
10539,AH 390,SUPERVISED TEACHING,Fall 2016,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10542,AH 391,INDEPENDENT STUDY,Fall 2016,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Independent study under faculty guidance of a limited field of art history or individual study on a single topic at an advanced level under the guidance of a member of the art history faculty.,AH
10550,AH 391W,INDEPENDENT STUDY,Fall 2016,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Independent study under faculty guidance of a limited field of art history or individual study on a single topic at an advanced level under the guidance of a member of the art history faculty.,AH
10568,AH 393,ART HISTORY HONORS PROJECT,Fall 2016,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,"See ""Requirements for Honors in Art History.""",AH
91991,AH 393W,ART HISTORY HONORS PROJECT,Fall 2016,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10573,AH 394,INTERNSHIPS,Fall 2016,8.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Internships in London and the United States.,AH
10584,AH 396,MUSEUM INTERNSHIP,Fall 2016,4.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10626,AH 397,EUROPEAN ARTS INTERNSHIP,Fall 2016,8.0,Open,TBA,NULL,NULL,NULL,NULL,0,TOPOLSKI A,NULL,NULL,AH
10634,AH 398,SENIOR SEMINAR: CONTEMPORARY ART,Fall 2016,4.0,Open,R,1105,1345,MOREY,524,15,HAIDU R,Introduction to VCS or Introduction to Art & Visual Culture,"The Seminar in Contemporary Art is a course designed to bring together studio art and art history majors and minors in an extended discussion of contemporary artistic practices. We often look backwards to the 1960s or earlier but usually focus on a method, issue, or aspect to contemporary art (e.g. participation; photography; authorship). This course prepares students for critical engagement with contemporary art practices and can serve as an excellent preparation for Art New York or for a career in the arts.",AH
10678,AH 422,PHOTOGRAPHIC PROCESSES,Fall 2016,4.0,Open,T,900,1200,GEH,NULL,0,OSTERMAN M,NULL,This course acts as an introduction to photographic preservation through the investigation of historic photographic materials.THIS COURSE IS RESTRICTED TO PPCM STUDENTS ONLY.,AH
86258,AH 425,CATALOG & RESEARCH METHODS,Fall 2016,4.0,Open,R,900,1200,GEH,NULL,15,ARNONE O; SHANNON H,NULL,"The cataloging portion of the class is designed to familiarize students with the basic principles behind descriptive and subject cataloging. The research methods component is dedicated to teaching the methodologies that will allow students to undertake scholarly projects focused on the history of photography. By the end of this course, students will demonstrate proficiency with providing accurate and discoverable information about photographic objects as well as the primary research required to write an academic research paper about photographs.",AH
87474,AH 433,THINKING THROUGH THE COPY,Fall 2016,4.0,Open,TR,1400,1515,LCHAS,121,0,DURO P,NULL,"What is a copy? The question may seem trivial and the answer obvious, yet just what do we mean when we say a work is a copy? Is a copy the same thing as a reproduction, replication, repetition, imitation, duplicate, or facsimile? And what of related terms such as fake, forgery or counterfeit? Throughout history artists have addressed the work of others, and sometimes their own work, from the point of view of imitating it, appropriating it, and refashioning it. As a practice copying in its many forms has underpinned the production of art since earliest times. As a theory imitation precedes notions of authenticity and originality, and may be said to bring these latter concepts into being. This course will examine copying across the full range visual media – painting, sculpture, architecture, printmaking photography, film and new media.",AH
85288,AH 434,ART AND ENVIRONMENT,Fall 2016,4.0,Open,T,1525,1805,MOREY,524,12,LIU L,NULL,"Environment is the unification of space, time, and value. What does art have to do with it? This seminar examines the possibilities of art by considering its engagement with or alienation from the living worlds and beyond. It challenges the dualist views of culture and nature by instead examining the interdependence and interconnections among human bodies and other living organisms or non-living things. It will consider current pressing issues of Anthropocene, climate change, eco-aesthetics and the dark sides of the ecosystems, as well as the economy and politics of scaling relative to the views of the local, global, and planetary spaces. Besides reading a set of interdisciplinary literature on relevant topics, we will focus on examples and case studies of Chinese landscape paintings throughout history.",AH
10708,AH 442,HISTORY OF PHOTOGRAPHY: 1839-1915,Fall 2016,4.0,Open,MW,1025,1140,MOREY,502,20,LEWIS J,NULL,"The French author Roland Barthes described the emergence of photography in the early 19th century as a “truly unprecedented type of consciousness.” This class traces the emergence of this photographic consciousness in the 19th century as it develops within a number of specific arenas of culture & representation, from the medium’s conception in the early 19th century to its modernization in the early 20th century. The class will allow for general discussion of the history of photography with some detailed discussion of particular photographers, images, & texts. The class will look at photography as a cultural phenomenon as much as an art form, critically studying the various discursive arenas that this new medium helped to foster and redefine. We will also ask what makes photographic images so compelling, what we expect to see in them & what, distinguishes in the photographic realm a document from an artwork, & an ephemeral image from a material object.",AH
82382,AH 453,FILM HISTORY: 1929-1959,Fall 2016,4.0,Open,MW,1400,1515,MOREY,504,0,WILLIS S,NULL,"This course provides a transnational survey of film history, examining the technical and formal aspects of the medium in its production and exhibition.  As we explore the development of cinema during this period, we will address a number of aesthetic and  technological issues.  For example, how did the development of sound technology affect film form?  How did it affect cross-cultural cinematic exchange?  What is the significance of genre across various film traditions?  What did the studio system contribute to Hollywood's success in the international market?  How did immigrant and exiled film personnel shape the industries they joined?  Weekly screenings and film journals required.",AH
10699,AH 462,IMPRESSIONISM & POST-IMPRESSIONISM,Fall 2016,4.0,Open,TR,1230,1345,LCHAS,122,0,LEWIS J,NULL,"Covering artists from Edouard Manet to Vincent Van Gogh, and from Edgar Degas to Mary Cassatt, this course examines the work and social context of a constellation of artists whose practice in late-nineteenth-century Europe came to be known as Impressionist and Post-Impressionist. These artists’ representations of the city, the suburbs, leisure, labor, class and gender roles communicate a complex worldview in addition to a radical aesthetic. In developing general skills of analysis through the lectures, course readings, and museum visits, students should emerge from the course with a critical comprehension of the artists and their significant works, including the means to interpret the style, subject matter, and history of an emergent modernist art form.",AH
