crn,cname,title,semester,credit,status,schedule,begin,end,building,room,capacity,professor,preq,desc,major
10345,AH 100,INTRODUCTION TO VISUAL & CULTURAL STUDIES,Spring 2018,4.0,Open,MW,1400,1515,MOREY,504,40,WILLIS S,NULL,"The aim of this course is two-fold: First, to develop an understanding of the extraordinary variety of ways meaning is produced in visual culture; secondly, to enable students to analyze and describe the social, political and cultural effects of these meanings. By studying examples drawn from contemporary art, film, television, digital culture, and advertising we will learn techniques of analysis developed in response to specific media and also how to cross-pollinate techniques of analysis in order to gain greater understanding of the complexity of our visual world. Grades are based on response papers, class attendance and participation, and a midterm and a final paper.  Occasional film screenings will be scheduled as necessary in the course of the semester.",AH
10359,AH 102,INTRODUCTION TO MEDIA STUDIES,Spring 2018,4.0,Open,TR,1230,1345,GAVET,202,75,HAIDU R,NULL,"This course introduces students to the theory and practice of media studies. We will look at a range of both media and historical tendencies related to the media, including manuscript culture, print, and the rise of the newspaper, novel, and modern nation-state; photography, film, television and their respective differences as visual mediums; important shifts in attitudes towards painting; the place of sound in the media of modernity; and the computerization of culture brought about by the computer, social networks, video games, and cell phones. In looking at these, we will consider both the approaches that key scholars in the field of media studies use, and the concepts that are central to the field itself (media/medium; medium-specificity; remediation; the culture industry; reification and utopia; cultural politics). By the end of the class, students will have developed a toolkit for understanding, analyzing, and even using the media that shape their lives in late modernity.",AH
86730,AH 117,Gender and Sexuality in Protests and Film Activism,Spring 2018,4.0,Open,R,1400,1640,LATT,540,15,ESCOBAR LOPEZ,NULL,"The Women’s March in Washington DC, Black Lives Matter, and OccupyWall Street demonstrate the power of collective action to fight against socialinequality and injustice. But how do these protests work? What is the core of theirorganization? Can activism take other forms than public protests? How do race,gender, and sexuality intersect in activism?This course explores the power of collaboration to fight oppression, offering acritical mapping of protest movements with a focus on film as a form of activism.We will explore feminism, intersectionality, cooperativism, and vulnerability byreading authors such as Marx, Federici, and Butler. We will examinefeminist and black visions of the collective by looking at feminist foodcollectives, BLM and FEMEN. When and why does collectivity emerge and what is its relation to the body? We will explore film activism such as the New York Filmmakers’ Cooperative and guerrilla TV tactics.",AH
85680,AH 122,A GLOBAL HISTORY OF ARCHITECTURE,Spring 2018,4.0,Open,TR,940,1055,LATT,210,0,CHRISTENSEN P,NULL,"This undergraduate course provides a semester long introduction to the history of world architecture with a focus on the technologies of movement and communication and the role they have played in the history of architecture across the globe. The invention of boats and ships, the domestication of camel and horse, the evolution of the wheel and thechariot, the institutionalization of Roman road system and the Silk Route, the Seljuk postal system, all the way to the printing press will make some of the key topics for each lecture class in the first semester. Later topics lithography, world exhibitions, photography, radio, cinema, women magazines, design computation, Internet andsmart phones. Mechanical power that introduced the railway system, car, airplane, and the highway system, will be represented on the syllabus alongside electronic, automated and digital media. Orality and literacy will be giventheir due as well.",AH
79979,AH 144,ARTS OF EAST ASIA (II): 1000 CE - PRESENT,Spring 2018,4.0,Open,TR,1105,1220,MOREY,524,20,LIU L,NULL,"This course introduces the arts of China, Japan, and Korea from around the year 1000 to the present. It provides a general understanding of premodern and modern cultures and civilizations of East Asia through artworks of diverse mediums as well as monuments across regions. It aims to narrate histories and map geographies by considering the roles of the arts. We will look at both regional resources and the mobility of materials and artifacts in transregional and transcultural contexts. Highlighted issues include the development of the Chan/Zen culture over the second millennium, ink art, print culture, East-West encounter, war art, and political art. This course succeeds Arts of East Asia (I): ca. 10,000 BCE – 1000 CE, but there is no prerequisite for taking the first part of the survey. The sessions will accordingly recapitulate the deeper past in order to give a purview of what had come down to this segment of the history. No prerequisite of language other than English.",AH
82026,AH 209,WRITING ON ART,Spring 2018,4.0,Open,TR,1230,1345,MOREY,502,20,SAAB J,NULL,"This course seeks to improve students' writing and analytical skills through analysis and experimentation with different styles of writing about contemporary and historical arts. Students analyze prose by artists, historians, cultural critics, poets, and others who have written on the visual arts, with an eye towards how writing on art can be a tool for improving expression in many areas.  Slide lectures, discussions, and writing projects on objects of diverse media and historical eras will be augmented by visiting speakers and field trips to museums and galleries. This course fulfills one-half of the upper level writing requirement for both studio and art history majors.  Permission of instructor required.",AH
86589,AH 214,SOUND AND SENSE,Spring 2018,4.0,Open,M,1025,1305,MOREY,524,15,RUEB T,NULL,"This seminar will be organized around a broad survey of the literature in sound studies.  We will also read and audition the work of sound artists and practitioners who have inquired into the nature of sound and sense through a variety of enactments.  Students will keep media journals–including recordings, short listening exercises, writings and sound productions–through which they can explore and reflect upon their everyday sound experiences throughout the semester.  Part scholarly seminar, part practice-based research, the course encourages a self-reflexive and performative inquiry into questions regarding the relationship of sound and sense.  Some questions to be considered include:  How has sound been historically understood and constructed in relation to the senses?  How does the naming and categorizing of the senses structure knowledge and ways of knowing?  How are hearing and listening related?  How do sonic and acoustic metaphors structure consciousness?  How do concepts such as “secondary orality”...",AH
83494,AH 219,21st CENTURY ART MUSEUM,Spring 2018,4.0,Open,F,1025,1305,MOREY,524,20,CAPPETTA A,NULL,"Part historical, part theoretical and part practical, this class will explore recent currents in museum practice and exhibition-making, including Institutional Critique, New Institutionalism, Relational Aesthetics, Visitor-Centered Curating, and Object-Based Learning, all of which intend to transform the museum into an active environment for cultural participation, experimentation and learning. Students will use these concepts and case studies as departure points for a variety of projects related to the Memorial Art Gallery. These include reimagining areas within the museum’s display of its collection, and working on the interpretive plan for a section of the upcoming exhibition, Monet’s Waterloo Bridge: Vision and Process. Classes will be held at River Campus and the MAG.",AH
82214,AH 233,THINKING THROUGH THE COPY,Spring 2018,4.0,Open,TR,1105,1220,LCHAS,163,20,DURO P,NULL,"What is a copy? The question may seem trivial and the answer obvious, yet just what do we mean when we say a work is a copy? Is a copy the same thing as a reproduction, replication, repetition, imitation, duplicate, or facsimile? And what of related terms such as fake, forgery or counterfeit? Throughout history artists have addressed the work of others, and sometimes their own work, from the point of view of imitating it, appropriating it, and refashioning it. As a practice copying in its many forms has underpinned the production of art since earliest times. As a theory imitation precedes notions of authenticity and originality, and may be said to bring these latter concepts into being. This course will examine copying across the full range visual media – painting, sculpture, architecture, printmaking photography, film and new media.",AH
79957,AH 234,ART AND ENVIRONMENT,Spring 2018,4.0,Open,W,1400,1640,MOREY,524,15,LIU L,NULL,"Environment is the unification of space, time, and value. What does art have to do with it? This seminar examines the possibilities of art by considering its engagement with or alienation from the living worlds and beyond. It challenges the dualist views of culture and nature by instead examining the interdependence and interconnection among human bodies and other living organisms or non-living things. It will consider current pressing issues of Anthropocene, climate change, eco-aesthetics and the dark sides of the ecosystems, as well as the economy and politics of scales relative to the views of the local, global, and planetary spaces. Besides reading a set of interdisciplinary literature on relevant topics, we will focus on examples and case studies of Chinese landscape paintings throughout history.",AH
82901,AH 238,Contemporary Black Literature and Visual Culture,Spring 2018,4.0,Open,MW,1025,1140,DEWEY,4162,14,WEEBER S,NULL,"This class will explore the intersections between race, literature, and visual culture. We will read graphic novels; texts that reflect on film, photography, and painting; poetry that splices text and visual art together; and remediations and adaptations, including texts adapted for film. We will think through the ways in which contemporary culture is shaped by and shapes the verbal and visual work created by artists, speakers, writers, filmmakers, and activists. What are the possibilities and limitations of different media and forms, and how does black art exploit and explode these possibilities and limitations? We will ask questions about representation and the politics of art. In the wake of movements like #OscarsSoWhite, what is the artist’s responsibility when it comes to addressing and responding to representation in contemporary culture? Does black art have a responsibility to positively portray the black community?",AH
78225,AH 241,AESTHETICS,Spring 2018,4.0,Open,TR,1815,1930,GAVET,202,75,DORAN R,NULL,"Studies the history of “aesthetic” thought—namely the philosophical reflection on the concepts of beauty, taste, and sublimity, on our affective response to art and nature, and on the role of art and the artist in society—from Plato to the present, with particular emphasis on how it relates to questions of epistemology, anthropology, ethics, ontology, and politics. Readings from Plato, Aristotle, Longinus, Dubos, Burke, Rousseau, Kant, Hegel, Schopenhauer, Wagner, Nietzsche, Lyotard, Derrida, Rancière. Conducted in English.",AH
10472,AH 260,QUEER THEORY,Spring 2018,4.0,Open,M,1815,2055,LATT,540,18,ZIGELYTE L,NULL,"Over the past few decades, queer theory has pushed the boundaries of thinking about social categories that organize society. From scholarship on popular culture to science studies, perspectives that use queer theory have devised a rich vocabulary to speak about bodies, sexuality, desire, kinship, power, and survival in times of distress. This course surveys key debates in queer theory that have established and refined its uses in the humanities and social sciences. Perspectives to be examined will include but are not limited to diasporic voices, black feminists, contemporary social justice activists, and artists of color.",AH
80645,AH 276,EARLY CIVILIZATIONS OF AFRICA,Spring 2018,4.0,Open,TR,1650,1805,B&L,315,20,NKUMBAAN S,NULL,"The course will examine the environmental, social and cultural dynamics that led to urbanism and other aspects of cultural transformation in Africa before the advent of European colonialism. Topics include concepts of civilization, civilization of Africa, including those of the Nile Valley, the Horn of Africa, the Western Sudan, Zimbabwe, the Inland Niger Delta and the West African Rainforest. The role of the peripheries in the development of these centres will be looked at.",AH
86122,AH 277,"Women's Power in Italian Art: Eros, Passions, and Business",Spring 2018,4.0,Open,MW,1525,1640,LATT,431,0,BARONI A,NULL,"Emblem and metaphor of vices and virtues, the female body has been the undisputed protagonist of ancient and modern art. But how profound was the feminine influence in Italian art from the 14th to the 20th century? More specifically, what importance did female artists have in the visual arts, art collecting, art-related business, and patronage? This course will address this theme along three lines of inquiry: female portraiture and self-portraiture, body anatomy (the nude), and women’s role in the practice of the visual arts. While examining fashion as a way of understanding social conventions regulating women’s public and private life, we will also analyze how powerful and influential women artists like Isabella d’Este and Artemisia Gentileschi, or American art collectors in love with Italian culture, like Isabella Stewart Gardner and Peggy Guggenheim were, in fact, not merely ‘objects’ of (male) inspiration but real agents of innovation in the business world, in society, and in the artistic environment.",AH
10510,AH 285,HISTORY OF PHOTOGRAPHY II,Spring 2018,4.0,Open,MW,1025,1140,MOREY,502,20,LEWIS J,NULL,"This course covers key themes in the history of photography in the 20th & 21st century, when the medium achieved an unforeseen ubiquity. Photography’s attraction as an object of study is that there remains no aspect of modern life – from birth to death, from sex to war, from atoms to planets, from commerce to art – that is not touched by it in one way or another. Photography is a class of images and practices that thoroughly infiltrates and mediates the world around us. This ubiquity poses a unique problem for art history: how do we develop a method of analysis for something so functionally diverse? How can we differentiate the photograph as an object, a representation subject to manipulation, as well as what it represents with such exacting fidelity? We will address such questions by studying photography's history in relation to various social, cultural, and technological conditions from the advent of Modernism to the global spread of the camera phone.",AH
78317,AH 288,CULTURE IN CHAOS: RUSSIA'S SILVER AGE,Spring 2018,4.0,Open,TR,1400,1515,LATT,401,0,MASLENNIKOVA,NULL,"From the assassination of Alexander II in 1881 to the rise of the Soviet Union in 1925, Russia was the scene of political and cultural upheaval. The literature of this period is especially rich, with great poetic talents (Blok, Akhmatova, Mandelstam, Mayakovsky) and blockbuster novels (Sologub’s Petty Demon and Bely’s Petersburg), but all the arts participated. In addition to literature, this course will examine developments in music (Stravinsky, Scriabin), drama (the Moscow Art Theatre), painting (Vrubel, Roerich, Goncharova, Malevich), and dance (the Ballet Russe). No longer simply adapting foreign forms, Russian culture was at the forefront of the European avant-garde. The Bolshevik Revolution of 1917 began to bring this cultural renaissance to an end, and rising Soviet Power sent its remaining creative spirits underground or abroad, but its influence and memory in Russian and world culture has lasted till this day.",AH
80662,AH 302,ARCHAEOLOGY OF WEST AFRICA: 500 R.C. - A.D. 1950,Spring 2018,4.0,Open,TR,1400,1515,LCHAS,181,20,NKUMBAAN S,NULL,"The course will enable the student to understand the inception of present-day complex societies of West Africa and how they evolved, and their vicissitudes in the period 500 B.C. to A.D. 1950. Themes include general characteristics of West African societies in the Iron Age, origins of copper and iron technology and their effects on local societies, megalith and tumuli sites of the Western Sudan, urbanism, and trade networks and contacts in West Africa.",AH
79911,AH 307,RHETORIC OF THE FRAME,Spring 2018,4.0,Open,R,1400,1640,MOREY,524,20,DURO P,NULL,"The task of any discussion of frames and framing in the visual arts whether in painting, sculpture, film, performance, architecture, graphic novels and cartoon strips, or digital media - is first and foremost to counter the tendency of framing devices to invisibility with respect to the artwork they supposedly contain. We see the work, but we do not see the frame. It is against this tendency to ignore the frame that this seminar is directed. At first glance the frame may seem to be as unproblematic. Starting from a consideration of the foundational texts of frame theory in the philosophy of Immanuel Kant, we will examine the discursive limits of the material and non-material border in the writings of, among others, Mayer Schapiro, Martin Heidegger, Jean-Claude Lebensztejn, Louis Marin, Craig Owens, and Jacques Derrida.",AH
82258,AH 326,ICONOCLASM,Spring 2018,4.0,Open,M,1400,1640,MOREY,524,20,LEWIS J,NULL,"What does it mean to destroy an image? What ideas are behind such ""iconoclastic"" acts throughout history? This seminar explores various episodes in the ongoing war of, and against, images, when critics called for the destruction of works of art deemed too offensive or sacrilegious, and when individuals committed actual violence against representations. Beginning with an analysis of state-sanctioned iconoclasm in 8th- and 9th-century Byzantium, the course picks up again in the modern era, exploring the ways in which the public desecration of images expose complex political issues, whether such acts are conducted in the service of oppression or as forms of protest. Each week, we will explore an iconoclastic event, from the desecration of Christian art by French Revolutionaries in the 1790s, to the telecast of the dynamiting of the Bamiyan statues by the Taliban in 2001. In addition, we will ask how iconoclasm evidences an eternally renewed faith in the power and terror of images.",AH
79587,AH 328,"SLOW CINEMA: AGNES VARDA, CHANTAL AKERMAN, MICHELANGELO ANTONIONI, AND JEAN-LUC GODARD",Spring 2018,4.0,Open,T,1400,1640,MOREY,504,20,WILLIS S,SHOULD HAVE ALREADY TAKEN TWO FILM CLASSES,"This course will explore the many ways in which cinema operates as a time machine.  Through close analysis of works by Agnès Varda, Chantal Akerman, Michelangelo Antonioni, and Jean-Luc Godard we will consider varieties of cinematic temporality in relation to questions of history and memory (collective and subjective).  Readings will include: Gilles Deleuze, Kaja Silverman, David Rodowick, Siegfried Kracauer, Walter Benjamin.",AH
79982,AH 340,THE ART OF INDUSTRY,Spring 2018,4.0,Open,T,1400,1640,MOREY,524,20,CHRISTENSEN P,Field trips in the Rochester area will be a critical aspect of the class. Students will be encouraged to develop a digital component to a term research project in consultation with the instructor.,"Where do technological rationalism and aesthetic beauty converge? The course will address this question through an examination of things and places produced from the advent of the Industrial Revolution to the present, with a specific emphasis on the built environment as well as global contexts of industrial production. Theoretical and primary texts, including works by Marx, Benjamin, Loos, Le Corbusier, Kracauer, Banham and Appadurai, will contextualize a series of thematic concerns including the rise of an industrial vernacular, the “machine aesthetic”, the interrelationship of form and function, international transmutations of technology, Taylorism and Fordism, mass production and the industrial ruin. Subjects considered will include factories and plants, mass housing systems, objects of industrial design as well as artistic representations thereof. The course will be rooted in discussion but may be supplemented by formal presentations as appropriate.",AH
10561,AH 391,INDEPENDENT STUDY,Spring 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Independent study under faculty guidance of a limited field of art history or individual study on a single topic at an advanced level under the guidance of a member of the art history faculty.,AH
