crn,cname,title,semester,credit,status,schedule,begin,end,building,room,capacity,professor,preq,desc,major
10210,AAS 235,THE BLACK BODY,Fall 2017,4.0,Open,MW,1230,1345,LCHAS,161,25,MARINER K,NULL,"In Black Skins, White Masks, Frantz Fanon wrote, “O my body, make of me always a man who questions!” In the United States, popular cultural understandings of race have often located blackness within the body: in DNA, in blood, in skin, in hair texture, in facial features. How does race get mapped onto the body? In this interdisciplinary course on race and embodiment, students will encounter texts and writing assignments prompting them to think critically about how black bodies ‘matter’ in the contemporary U.S. Course materials and assignments will encourage students to explore how blackness intersects with other social categories such as gender and class at the site of the body, while exploring how these categories are socially constructed and can and should be troubled, blurred, and contested in the practice of social life. The dual themes of intersectionality and visuality will act as a frame for our explorations.",AAS
79805,AAS 240,Corruption and the Global Economy in Historical Perspective,Fall 2017,4.0,Open,T,1400,1640,GAVET,301,0,INIKORI J,NULL,"This junior seminar offers students the opportunity to research and discuss the operation and consequences of widespread corruption in the global economy and the complex historical processes – economic, social, and political – which help to explain the phenomenon. To make the seminar a well-focused course, discussion will focus on country-case studies (with about three selected individuals in each country) that help to demonstrate the general pattern of causes and effects. A major issue to consider, among other things, is the role of cut-throat competition among global corporations and the effects of their corrupt activities on the quality of governance.",AAS
81918,AAS 244,MUTILATED BODIES: FROM TRADITIONS TO CUTTING-EDGE TECHNOLOGIES,Fall 2017,4.0,Open,MW,1230,1345,LATT,441,15,KEMEDJIO C,NULL,"Female genital cutting encounters vaginal cosmetic surgeries at the intersection of poverty and wealth, race and class, barbaric practices and the pleasure principle. Bodies of poor, African, and mostly black women and children embody a fateful condition that can be redeemed by technologies of progress and humanitarian discourses. This course invites students to challenge assumptions related to agency, race, class, the representation of the body, and the fragmented transnational sisterhood. The discussion expands to bodies caught in domestic violence, rape, lynching, and skin whitening. Readings and films: Alice Walker's ""Warrior's Marks"" and ""Possessing the Secret of Joy""; ""Manya Mabika""; ""Fantacola""; ""Sarabah""; ""Women with Open Eyes""; ""Black Sisters, Speak Up""; ""The Suns of Independence""; ""Desert Flower""; and Maryse Condé's ""Who Slashed Célanire Throat?""",AAS
86534,AAS 245,Literature and the Modern Environmental Imagination,Fall 2017,4.0,Open,MW,1230,1345,MEL,206,15,NADIR L,NULL,"This course studies American writers’ engagement with shifting experiences of environment, nature, and place during the period of intense modernization from the nineteenth and twentieth centuries. Reading slave narratives, nature writing, novels, and essays, we will study how writers imagine human-environment relationships amidst social, economic, and technological changes, such as urbanization, colonization, industrialization, and the civil rights and social justice movements. A guiding question raised by the artworks is, How to create a meaningful connection to the planet in a time of so much injustice, destabilization, delocalization, mobility, and flux? Close attention will be paid to how literature can help us elucidate historical erasures of environmental relationships in modern times, such as experiences of racial oppression, eco-tourism, exoticism, trauma and war, exile, alienation, among others.",AAS
10108,AAS 253,Economics of Discrimination,Fall 2017,4.0,Open,MW,900,1015,MEL,219,30,WOLKOFF M; ENGERMAN S,ECO 108,"Economic development of African Americans during the twentieth century, with an examination of the economics of discrimination. Same as HIS 253 and AAS 253.",AAS
10113,AAS 254,WEST AFRICAN DANCE FORMS I,Fall 2017,2.0,Open,MW,1525,1640,SPURR,DANCE,25,BANGOURA K; PATTON S,NULL,"Dynamic dance traditions of Guinea, West Africa. Accompanied by live music, students learn footwork and movements for several rhythms and acquire familiarity with the physical stance common to many styles of West African dance. Learn to execute movements together with the rhythmic foundation provided by our drummers and become familiar with the origins and cultural significance of each dance, and the songs that accompany them.",AAS
83096,AAS 270,AFRICAN-AMERICAN VISUAL CULTURE,Fall 2017,4.0,Open,MW,1150,1305,LATT,413,20,REMMEL R,NULL,"This course will survey African-American visual culture (including painting, sculpture, architecture, pottery, photography, prints, textiles, installations, performance, and video) in the United States from colonial times to the present.  Its purpose is to introduce students to a wide range of artistic production and to provide a social historical frame for the interpretation and analysis of works of art.  Students will explore the ways in which African-American visual culture has been impacted by the training and education of artists, public and private patronage, art criticism and analysis, and its construction as a category by different art world constituencies.  We will read primary sources by W.E.B. Du Bois, Alain Locke, Romare Bearden, and Elizabeth Catlett, as well as engage periods such as slavery, the New Negro movement, the Black Art movement, and postmodernism.",AAS
10124,AAS 380,SENIOR SEMINAR,Fall 2017,4.0,Open,T,940,1220,MOREY,314,0,KEMEDJIO C,NULL,Students will draw upon their exposure to the theory methods of AAS to produce an interdisciplinary research paper on a topic of their own choosing.  Open only to senior majors.  Permission of Department required.,AAS
93385,AAS 390,SUPERVISED TEACHING,Fall 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AAS
10131,AAS 391,INDEPENDENT STUDY,Fall 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,"Independent studies on some aspect of the problems of energy resource development in lower-income countries, solutions to it, and relationship to development issues, including work with the instructor’s Access to Hydrocarbon Energy for African Development project, can be done within this course.",AAS
10145,AAS 394,INTERNSHIP,Fall 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Experience in an applied setting supervised on site. Approved and overseen by a University instructor.,AAS
10159,AAS 986V,FULL TIME VISITING STUDENT,Fall 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AAS
10574,AH 101,INTRO TO ART & VISUAL CULTURE,Fall 2017,4.0,Open,TR,1105,1220,MOREY,525,0,DURO P,NULL,"This course is designed to introduce the student to aspects of the history of Western painting, sculpture, & architecture from the Renaissance through the present. We will examine the various schools & movements in their historical contexts, while paying particular attention to the histories that bear upon them, such as the influence of the classical past, religion, gender, political power, & the rise of the artist. The course will therefore attempt two goals; one, to familiarize students with the principal monuments of the western tradition from about 1400 onward, that is, the paintings, sculptures, buildings, & artifacts which form the substance of this narrative; two, to develop visual literacy, that is, the ability not only to identify but also to discuss art works in a way that develops critical competence & an understanding of how the western tradition of art has come about.",AH
79190,AH 110,THE CITY: CONTESTED SPACES,Fall 2017,4.0,Open,TR,1525,1640,GAVET,202,0,CHRISTENSEN P; SMOLLER L; SEARLE L,NULL,"What does it mean to live in a city?  Can you reshape people’s lives by redesigning city spaces?  How do city dwellers, architects, politicians, and others interact with and appropriate their own urban past?  This interdisciplinary course will introduce students to different ways of looking at cities, framing them as the contested products of a range of human actions.  Through an in-depth examination of four complex urban environments – Chicago, Istanbul, Delhi, and Rome – we will learn about the interplay between space, aesthetics, time, memory, and power.  Weekly lectures by an anthropologist, an architect, and a historian will complement discussions of film, historical documents, fiction, and relevant case studies.  In addition to writing four short papers, students will hone their analytical skills by observing urban life and form with a series of field studies in the city of Rochester.",AH
85861,AH 120,"What does a feminist look like? Feminism, Art, and Activism",Fall 2017,4.0,Open,TR,1230,1345,LATT,540,15,STUBER T,NULL,"The period of second-wave feminism in the United States, spanning from the early 1960s to early 1980s, overlaps with a massive expansion of the technology, scope, and pervasiveness of the mass media. This course provides an introduction to this foundational moment for gender, sexuality, and women’s studies by exploring the different ways activists and artists engaged with the concept of reproduction to challenge prevailing norms. Through close readings of foundational second-wave texts, images, and artworks, we will work through complementary and contradictory ideas addressing reproduction as a source of biological identity, a battleground for civil and economic rights, and a burgeoning mode of visual expression.",AH
10595,AH 136,INTRODUCTION TO THE ART OF FILM,Fall 2017,4.0,Open,TR,1105,1220,MOREY,321,80,SINGLETON D,NULL,"As an introduction to the art of film, this course will present theconcepts of film form, film aesthetics, and film style, while remainingattentive to the various ways in which cinema also involves aninteraction with audiences and larger social structures.",AH
81573,AH 142,"ARTS OF EAST ASIA (I): ca. 10,000 BCE – 1000 CE",Fall 2017,4.0,Open,MW,1525,1640,MOREY,524,20,LIU L,NULL,"This course introduces the arts of China, Japan, and Korea from the Neolithic times to around the end of the first millennium CE. It provides a general understanding of prehistoric and historical cultures and civilizations of East Asia through a selection of objects, monuments, and artworks. It aims to narrate histories and map geographies by considering the roles of the arts. We will look at both regional resources and the mobility of materials and artifacts in transregional contexts. We will discuss them in terms of ritual uses, socioeconomic forces, intellectual impetuses, as well as processes of historical changes, religious transmissions, and cultural encounters.",AH
84361,AH 187,THE ARCHAEOLOGY OF HOME,Fall 2017,4.0,Open,TR,1400,1515,DEWEY,4162,20,BAUTISTA S,NULL,"Why is there no place like home? What makes home such a special place? Why did the human home evolve? Homes evoke powerful emotions about place and also highlight the dynamic and complex nature of people, their relationships to each other, and the broader society they live in. Archaeologists, therefore, must study the material culture found in and around domestic dwellings in order to identify any reoccurring patterns of those materials to reconstruct their household practices and social relations. This course will focus on the ways that material traces from the past shed light on the diversity of domestic life, which includes household organization; economic strategies; diet and status of families; rituals, and identity. To this end, we will read case studies from household archaeology about all types of homes (mobile shelters to sedentary palaces), but also review key anthropological texts about place-making.",AH
86858,AH 201,ARTS AND ACTIVISM,Fall 2017,4.0,Open,MW,1400,1515,WEGMN,1005,9,BEAUCHAMP R,NULL,"Dance is powerful.  Art is a tool that inspires social change. This course examines the relationship between social activism and artistic practice, exploring this integration in dance, art, music, and film. Through a combination of lecture and experiential learning, students will be invited to explore creative social engagement practices to understand the impact of arts in activism while also investigating the creative perspective in successful social movements.  Emphasis will be placed on socially engaged art as a practice and philosophy, creative composition within effective social movements, and the power that art can have in promoting social change.",AH
78830,AH 217,FRAMEWORKS: SPACE & PLACE IN THE WORK OF ART,Fall 2017,4.0,Open,TR,1400,1515,MOREY,205,25,RUEB T,NULL,"In the late 1960s and early 1970s the notion of site specificity emerged in art, posing a challenge to the “pure” and “objective” exhibition space of the museum, as well as the overall commercialization of the art object.  Art moved out of the museum and into the world, embracing immateriality, duration, and—above all—the question of location. In this course we will consider the historical, cultural, discursive, institutional, and physical frameworks that allow us to draw meaning from art, juxtaposing modern and contemporary examples with classical, Renaissance, and other pre-modern traditions. We will explore the connection between art’s physical and conceptual frameworks, navigating the changeable worlds that exist within and beyond the frame.",AH
10611,AH 226,"MONUMENTS OF ANCIENT ITALY: HISTORY, STRUCTURE, FORM (TAUGHT IN AREZZO, ITALY)",Fall 2017,4.0,Open,TBA,NULL,NULL,NULL,NULL,0,PERUCCHIO R,NULL,"The course studies the archaeology and architecture of buildings in ancient Italy from the fifth century BC to the fourth century AD, adopting a multidisciplinary approach based on archeological evidence, technical and functional aspects, and historical significance. Classes are taught on location and focus on the most relevant monuments and archeological sites in central and southern Italy, including Rome, Ostia Antica, Pompeii, Herculaneum, Baia, and Paestum. The course is divided into three parts: (1) structural design and technical issues related to ancient monuments, (2) monuments of Etruscan Italy and Magna Grecia, and (3) Roman monuments.",AH
78856,AH 240,TOPICS IN CONTEMPORARY ART AND CRITICISM: ANDY WARHOL,Fall 2017,4.0,Open,R,1400,1640,MOREY,524,20,CRIMP D,NULL,"As the most famous artist of the second half of the twenthieth century, Warhol has been the subject of a growing literature that expands upon art history and criticism to encompass queer theory and cultural studies.  But the most important shift in Warhols reception has been brought about by the restoration and return to circulation of his prolific film output from the years 1963-69.  The films will be the main focus of this course, but we will also consider Warhols early work as a fashion illustrator, his entrepreneurship at the Factory, his voracious collecting, and, of course, his paintings.  We will read Warhols writings, including A a Novel.  The Philosophy of Andy Warhol, and Popism; and we will examine new approaches to Warhol and ask how they illuminate not only the art but also such issues as consumption, publicity, visibility, celebrity, sexuality, identity, and selfhood.",AH
10625,AH 242,HISTORY OF PHOTOGRAPHY: 1839-1915,Fall 2017,4.0,Open,MW,1025,1140,MOREY,502,20,LEWIS J,NULL,"The French author Roland Barthes described the emergence of photography in the early 19th century as a “truly unprecedented type of consciousness.” This class traces the emergence of this photographic consciousness in the 19th century as it develops within a number of specific arenas of culture & representation, from the medium’s conception in the early 19th century to its modernization in the early 20th century. The class will allow for general discussion of the history of photography with some detailed discussion of particular photographers, images, & texts. The class will look at photography as a cultural phenomenon as much as an art form, critically studying the various discursive arenas that this new medium helped to foster and redefine. We will also ask what makes photographic images so compelling, what we expect to see in them & what, distinguishes in the photographic realm a document from an artwork, & an ephemeral image from a material object.",AH
10633,AH 244,"ART, ARCHITECTURE, AND LITERATURE IN THE AGE OF DANTE AND BEYOND (TAUGHT IN AREZZO, ITALY)",Fall 2017,4.0,Open,TBA,NULL,NULL,NULL,NULL,30,STOCCHI-PERUC,NULL,"When we look at works of art in museums, galleries, and churches we are, in most cases, looking at them out of context. Furthermore, when we look at early Renaissance paintings we do not see them through the eyes of the people who produced them or for whom they were produced. We have to learn to see them as they might have been seen. We can begin to do this by learning how to read and to interpret the complex elements at play beneath the immediate surface by setting the artist, his work, and his public in their social and religious historical contexts, and by exploring the universal unspoken language of signs and symbols used by artists. The course content is based on painted forms, i.e., panels, canvases, and frescos from the Trecento and Quattrocento with an emphasis on Tuscan painting. The selection, as far as possible, takes advantage of the availability of works in churches, museums, and galleries within easy visiting distance of Arezzo.",AH
10396,AH 251,PREHISTORY OF ANCIENT PERU:  THE INCAS AND THEIR  ANCESTORS,Fall 2017,4.0,Open,TR,1650,1805,MOREY,501,0,BAUTISTA S,NULL,"From Machu Picchu to the geoglyphs on the Nasca desert, the Andean region of South America has a long and rich pre-Columbian history. This course will survey the archaeological approaches to understanding the development of Andean cultures that ranges from hunter-gatherers to the Inca Empire. Some of the prehistoric cultures we will be examining include Caral, Chavin, Nasca, Wari, and the Inca. This will class will also discuss plant and animal domestication, inequality, gender, ceramics, urbanization, and the rise and fall of states and empires.",AH
10644,AH 252,FILM HISTORY: EARLY CINEMA,Fall 2017,4.0,Open,T,1815,2200,GEM,CURT,0,CARLI P,NULL,"Intro to history, technology, cultural significance of motion pictures of the ""pre-sound"" era, screenings of 35mm prints accompanied by live music in the Dryden Theatre. Special attention to major pioneers, Dickson, Porter, Lumière, Méliès, and Griffith, including a variety of internationally produced films selected from the world-famous archival film collection of the George Eastman House. Same as FMS 247",AH
10373,AH 254,FILM HISTORY: 1959-1989,Fall 2017,4.0,Open,MW,1525,1640,MOREY,504,0,WILLIS S,NULL,"This course will explore developments in world cinema—industrial, social, and political—from 1959 to 1989. It will explore film aesthetics, technologies, and circulation questions, considering questions like the following: What’s new about the French New Wave? What do we mean by Third Cinema? How do different national cinemas influence each other? In what ways have various national cinemas responded critically to Hollywood’s commercial dominance and to its conventions? How do popular and “art” cinemas speak to each other. How does cinema respond to the pressures and provocations of other media at the inception of the digital age? Weekly screenings and film journals required.",AH
83966,AH 255,ARTS IN AMERICAN CULTURE,Fall 2017,4.0,Open,TR,1525,1640,B&L,270,25,SEIBERLING G,NULL,"What did it mean to be American?  What did America look like, geographically and in terms of its people?  What part did art and photography play in documenting and giving an identity to Americans in the century between 1850 and 1950?  Attention will be given to documenting and representing the West, immigration, and the emerging urban environment.  Students will work with the collections of George Eastman House and the Memorial Art Gallery.  Requirements for the course include a short museum paper, a term paper, with draft, and take-home midterm and final exams.",AH
84022,AH 263,THE ART AND ARCHAEOLOGY OF ANCIENT EGYPT,Fall 2017,4.0,Open,MW,1400,1515,LCHAS,103,25,SMITH A,NULL,"Ancient Egypt has long fascinated the public, from ancient scholars to modern video game representations. But who were the ancient Egyptians? What led to the powerful artistic and cultural legacy of this ancient area? This course will delve into the main concepts of Egyptian art, archaeology and history, ranging from the Predynastic Period to the last gasp of Cleopatra VII and the Ptolemaic Kingdom. Topics will range from Egyptian religion, temple culture, funerary remains, monumental constructions, daily life, domestic archaeology, dynastic progression and the afterlife. This course will also discuss modern representations of ancient Egypt and the enduring symbols of the culture.",AH
83084,AH 266,AFRICAN-AMERICAN VISUAL CULTURE,Fall 2017,4.0,Open,MW,1150,1305,LATT,413,20,REMMEL R,NULL,"This course will survey African-American visual culture (including painting, sculpture, architecture, pottery, photography, prints, textiles, installations, performance, and video) in the United States from colonial times to the present.  Its purpose is to introduce students to a wide range of artistic production and to provide a social historical frame for the interpretation and analysis of works of art.  Students will explore the ways in which African-American visual culture has been impacted by the training and education of artists, public and private patronage, art criticism and analysis, and its construction as a category by different art world constituencies.  We will read primary sources by W.E.B. Du Bois, Alain Locke, Romare Bearden, and Elizabeth Catlett, as well as engage periods such as slavery, the New Negro movement, the Black Art movement, and postmodernism.",AH
10679,AH 287,CULTURE ON DISPLAY,Fall 2017,4.0,Open,TR,1105,1220,MOREY,501,25,SEIBERLING G,NULL,"This course looks at the phenomenon of the museum, asking questions about the relation of culture and institutions. How do museums and the selection of what things go into them and the way objects are arranged and displayed shape the way we think about our past, about art? Why are ""natural history"" and ""history"" and ""art"" displayed in different institutions? What are the implications of reproduction for the ""original""? Do museums have a future?",AH
81229,AH 289,COMIC BOOKS,Fall 2017,4.0,Open,TR,1105,1220,MEL,224,0,TUCKER J,NULL,"Despite being misunderstood as the most infantile of genres, comic books have recently proven themselves capable of astonishing artistic achievements and of infiltrating both Hollywood and academia.  This course has three parts: 1) a formal analysis of the art of comics, a combination of text and image used to tell a story; 2) a cultural history of comic books, from their modern origins during the Great Depression to the 21st Century; and 3) close readings of important primary works in the field, including Howard Cruse’s Stuck Rubber Baby, Neil Gaiman’s The Sandman, Alan Moore & David Gibbons’ Watchmen, Marjane Satrapi’s Persepolis, Sonny Liew’s The Art of Charlie Chan Hock Chye, and more.  Course requirements include class participation, bi-weekly 1-page reading responses, a mid-term examination, and a final paper.",AH
78979,AH 314,ITINERANT THINGS,Fall 2017,4.0,Open,T,1105,1345,MOREY,524,20,LIU L,NULL,"This advanced seminar examines the agencies of objects in the processes of cultural contacts with a focus on the Early Modern world. We will especially look at some innovative objects, mediums, and portable monuments circulated around the globe back in time, such as ceramics, glass, mechanical clocks, fountains, and optical devices. We will also consider the transmission of some relevant living beings such as faunae and florae in those contexts of exchange. In addition, the course provides theoretical and methodological discussions about transcultural studies, globalization, and the epistemology and ontology of objects relative to the human communities, manufactural industries, commercial systems, and living environments across time and space. Graduate students and advanced undergraduate students are welcome to enroll, or permission by the instructor.",AH
80615,AH 323,MATERIALITY IN ARCHITECTURE,Fall 2017,4.0,Open,T,1650,1930,MOREY,524,20,CHRISTENSEN P,NULL,"This seminar will examine theoretical, phenomenological, and technological aspects of materiality in architecture from c. 1800 to the present. Architecture of the modern period was conceived anew largely on the basis of the invention of new materials and the enhanced performance of old ones. The importance of materiality in the making of architecture in the modern period, however, has nevertheless been subsumed under the more fashionable rubrics of form, function, and cultural meaning. This seminar seeks to retrieve the inherent value of materiality in the study of architecture while also stressing broader social and political implications. A broad palette of materials, including wood, glass, iron, steel, concrete, plastic, and tensile fabrics will be studied in depth. Course discussion will revolve around the reading of key primary texts by figures like Viollet-le-Duc, Giedion, Le Corbusier, and Venturi and Scott Brown in tandem with in-depth case studies from across the globe and important secondary texts.",AH
78692,AH 361,CLASSICAL FILM THEORY,Fall 2017,4.0,Open,MW,1230,1345,MOREY,504,40,WILLIS S,FMS 132 - Intro to Art of Film OR FMS 131 - Intro to Media Studies,"This course examines the philosophical, aesthetic, and social issues that are central to classical film theory. It traces the historical development of film theory from 1900 to the 1950s. We will begin with on thinkers in the period of early cinema, including Germaine Dulac, Jean and Marie Epstein, and then we will examine the development of film theory in the work of later theorists, such as Jean Mitry, Sergei Eisenstein, Dziga Vertov, Siegfried Kracauer, Walter Benjamin, Andre Bazin and Christian Metz. Weekly screenings of historically contemporary films will allow us to examine the ongoing dialogue between the evolving medium and the developing theoretical discussion.",AH
78783,AH 385,THE VISUAL CULTURE OF HERITAGE AND IDENTITY,Fall 2017,4.0,Open,R,1105,1345,MOREY,504,25,BERLO J,"Juniors and Seniors in Art History, Anthropology and History, as well as graduate students, will have preference in registering for this course. Familiarity with the language and theoretical concerns of cultural studies or anthropology would be helpful.","Cultural critic Stuart Hall has observed “Heritage is a discursive practice. It is one of the ways in which the nation slowly constructs for itself a sort of collective social memory.” In this upper level seminar, we will look at case studies of how people (through the collectivities of gender, ethnicity, race, or nation) construct visual narratives about the past. Among the topics for consideration are Holocaust memorials, Native American and Polynesian museums and cultural centers, African American quilt histories, and even individual artists’ projects of the last few decades (Judy Chicago, Fred Wilson, Silvia Gruner, José Bedia, and Jolene Rickard, among others). Readings will be drawn principally from the disciplines of history, anthropology, cultural studies, and art criticism.",AH
10249,AH 391,INDEPENDENT STUDY,Fall 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Independent study under faculty guidance of a limited field of art history or individual study on a single topic at an advanced level under the guidance of a member of the art history faculty.,AH
10698,AH 393,ART HISTORY HONORS PROJECT,Fall 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,"See ""Requirements for Honors in Art History.""",AH
10552,AH 393W,ART HISTORY HONORS PROJECT,Fall 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10538,AH 394,INTERNSHIPS,Fall 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Internships in London and the United States.,AH
10709,AH 394,INTERNSHIPS,Fall 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Internships in London and the United States.,AH
86526,AH 394A,EURPEAN ARTS INTERNSHIP,Fall 2017,8.0,Open,TBA,NULL,NULL,NULL,NULL,0,TOPOLSKI A,NULL,NULL,AH
10760,AH 398,SENIOR SEMINAR: PHOTOGRAPHY AND THE SELF,Fall 2017,4.0,Open,M,1230,1515,MOREY,524,15,LEWIS J,Introduction to VCS or Introduction to Art & Visual Culture,"The Seminar in Contemporary Art is a course designed to bring together studio art and art history majors and minors in an extended discussion of contemporary artistic practices. We often look backwards to the 1960s or earlier but usually focus on a method, issue, or aspect to contemporary art (e.g. participation; photography; authorship). This course prepares students for critical engagement with contemporary art practices and can serve as an excellent preparation for Art New York or for a career in the arts.",AH
78848,AH 417,FRAMEWORKS: SPACE & PLACE IN THE WORK OF ART,Fall 2017,4.0,Open,TR,1400,1515,MOREY,205,25,RUEB T,NULL,"In the late 1960s and early 1970s the notion of site specificity emerged in art, posing a challenge to the “pure” and “objective” exhibition space of the museum, as well as the overall commercialization of the art object.  Art moved out of the museum and into the world, embracing immateriality, duration, and—above all—the question of location. In this course we will consider the historical, cultural, discursive, institutional, and physical frameworks that allow us to draw meaning from art, juxtaposing modern and contemporary examples with classical, Renaissance, and other pre-modern traditions. We will explore the connection between art’s physical and conceptual frameworks, navigating the changeable worlds that exist within and beyond the frame.",AH
10771,AH 422,PHOTOGRAPHIC PROCESSES,Fall 2017,4.0,Open,T,900,1200,GEH,NULL,0,KNAPPER R,NULL,This course acts as an introduction to photographic preservation through the investigation of historic photographic materials.THIS COURSE IS RESTRICTED TO PPCM STUDENTS ONLY.,AH
