crn,cname,title,semester,credit,status,schedule,begin,end,building,room,capacity,professor,preq,desc,major
80143,AAS 236,AFRICAN ART TODAY,Spring 2017,4.0,Open,MW,1400,1515,MEL,209,0,SHELDON B,NULL,"This course will examine African art in its cultural, geographical, and historical contexts. We will discuss artists living on and off the continent, working in various modes and media, and grappling with a broad range of concepts and themes. We will trouble the terms “traditional” and “contemporary,” asking how these words translate into the current landscape of African artistic practice. We will also consider what it means to be an “African” artist in the context of colonial legacies, shifting political systems, and ongoing migration. We will explore these topics through readings, images, films, group activities, individual assignments, and in-class discussions.",AAS
83827,AAS 244,BLACK INTELLECTUALS AND GLOBAL CONTEXTS,Spring 2017,4.0,Open,MW,1025,1140,B&L,315,0,MICHAEL J,NULL,"In this course we will consider the special contributions of black intellectuals to the culture and controversies of North America and the Atlantic world.  We will consider definitions of the “intellectual” and the special demands on and requirements of artistic expression in the African diaspora.  Analyses of artistic and intellectual traditions and of problems like racial identity, national belonging, artistic expression, and gender will focus our discussions. Works to be discussed may include Phyllis Wheatley, Frederick Douglass, Anna Cooper, W. E. B. DuBois, Booker T. Washington, Francis Harper, Ida B. Wells, Zora Hurston, George Schuyler, Franz Fanon, C. L. R. James, James Baldwin, Hortense Spillers, Maryse Condé, Spike Lee and others.",AAS
10157,AAS 246,CRY FREEDOM,Spring 2017,4.0,Open,MW,1150,1305,LCHAS,161,25,CADORETTE C,NULL,"The principal ideas of various liberation theologians -- Latin American, Asian, African, Afro-American, and feminist. We will also examine the social worlds in which they think and write, thus trying to see the connection between their ideas and the social environments they want to liberate.",AAS
10166,AAS 249,The Civil War,Spring 2017,4.0,Open,TR,1105,1220,MEL,224,0,HUDSON L,NULL,"Over 150 years after the Civil War,  historians continue to disagree as to ""what caused the war"" and raise doubts as to exactly who were the ""winners"" and ""losers.""  The course re-examines the causes, conduct, and consequences of the American Civil War.",AAS
85771,AAS 263,ARCHAEOLOGY AFRICAN DIASPORA,Spring 2017,4.0,Open,TR,1230,1345,LATT,413,20,BIVERIDGE F,NULL,"The course will examine the nature and culture of the African Diaspora as found on the African continent, Europe, the Americas and elsewhere. Among key issues on which the course will focus are variability, continuity and change in the cultures of different groups of Diasporan Africans, and relationships that are found between major environmental challenges as well as historical events such as the Islamic Jihads, Trans-Saharan Trade, the Trans-Atlantic Slave Trade, colonialism, and Plantation Slavery in West Africa and the relocation and redistribution of African populations in Africa. A critical component of this class examines the historical, ethnographic, and archaeological research done in Africa, Europe, and the Americas to inform the student about theories and interpretations concerning the African Diaspora.",AAS
10038,AAS 272,HARLEM RENAISSANCE,Spring 2017,4.0,Open,TR,940,1055,HUTCH,138,0,TUCKER J,NULL,"The explosion of black culture during the early Twentieth Century known as the “Harlem” or (more broadly) “New Negro” Renaissance included the emergence of some of the most important works of the African American literary tradition. This course will provide a survey of the literature and culture that reflect the spirit of that era. In addition, the course will consider recent African-American fiction in order to ascertain what the Harlem Renaissance has meant for subsequent writers and artists. Special attention will be paid to the following topics: migration, jazz, the Blues, literary modernism, theories of black identity, and difference within black America. Readings include works by Langston Hughes, Zora Neale Hurston, Jean Toomer, George Schuyler, Toni Morrison, Samuel R. Delany, and more. Requirements include class participation, six 1-page reading responses, and two 6-8-page formal writing assignments.",AAS
85679,AAS 273,ETHNOARCHAEOLOGY OF AFRICA,Spring 2017,4.0,Open,TR,1525,1640,LCHAS,163,20,BIVERIDGE F,NULL,"Ethnoarchaeology is the ethnographic study of peoples for archaeological reasons, usually through the study of the material remains of a society. Ethnoarchaeology aids archaeologists in reconstructing ancient lifeways by studying the material and non-material traditions of modern societies. This course will examine ethnoarchaeological work in Africa that is sensitive to the daily realities of peoples’ lives while it simultaneously builds the types of knowledge necessary for ethnoarchaeology to meet its important cognitive role within archaeological research. Examples will be drawn from research with potters and consumers, iron smelters, pastoralists, artists, and ethno-pharmacologists in West Africa, Southern Africa, and Eastern Africa. The course will guide the student to understand what ethnoarchaeology is, and to acquire skills, which would enable her or him to practice it. Lectures will be combined with class discussions of specific case studies.",AAS
10205,AAS 281,The Role of the State in Global Historical Perspective,Spring 2017,4.0,Open,T,1400,1640,MOREY,501,40,INIKORI J,NULL,"The debate on the role of the state versus that of the free market in the socioeconomic process is as old as the history of political economy. We discuss what economists, political scientists, & economic historians characterize as the Washington consensus versus the Beijing consensus or the Asian model. This is followed by a discussion of the contributions of some notable thinkers — Adam Smith, Alexander Hamilton, Friedrich List, John Maynard Keynes, & Friedrich von Hayek. The greater part of the course deals with selected historical cases across the globe. The discussions are informed by a political economy conceptual framework, which helps to explain the politics and economics of state policy and the long-run historical processes that created the political & economic conditions. Students’ performance is based on three short essays (four typed pages each) presented to the class for discussion and thereafter revised for grading. No mid-term & final examinations.",AAS
81757,AAS 286,ISLAM AND THE THIRD WORLD,Spring 2017,4.0,Open,TR,940,1055,MEL,224,0,HOMERIN E,Crosslisted: AAS 278/HIS244W,"Effects of Third World political, social, and economic factors on contemporary Islam. Case-studies will be drawn from contemporary Muslim societies, with particular attention to the subjects of Muslim women, the rise of Islamic movements in the 20th-21st centuries, and instances of global religious violence involving Muslims.",AAS
88849,AAS 287,THE SOCIAL CONSTRUCTION OF WHITENESS,Spring 2017,4.0,Open,MW,900,1015,MEL,224,25,MARINER K,NULL,"Whiteness is often taken to be a human norm.  An unraced, default, invisible category.  Fundamentally unmarked, and yet a marker of power, status, and privilege.  It has been the standard against which all non-white ways of being have been rendered Other.  But whiteness is not a given.  It is a mutable and flexible category.  What does it mean to be white?  How does one (or how do many) become white?  And how can one (or many) move in and out of whiteness?  In this course, we will deconstruct whiteness through theoretical, historical, and ethnographic lenses.  We will examine the historical processes by which a number of ethnic groups have become white, and we will interrogate the ways in which whiteness continues to be actively produced and enacted in contemporary discourse and social life.",AAS
10236,AAS 390,SUPERVISED TEACHING,Spring 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AAS
10247,AAS 391,INDEPENDENT STUDY,Spring 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,"Independent studies on some aspect of the problems of energy resource development in lower-income countries, solutions to it, and relationship to development issues, including work with the instructor’s Access to Hydrocarbon Energy for African Development project, can be done within this course.",AAS
10263,AAS 393,SENIOR PROJECT,Spring 2017,4.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,"May be an independent course with a faculty sponsor or may be taken in an advanced research seminar in which the student elects to write the essay but not to do all the required readings; as such it does not meet the 300-level seminar requirement, but it may be used as a distribution requirement within the area.",AAS
10272,AAS 394,INTERNSHIP,Spring 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Experience in an applied setting supervised on site. Approved and overseen by a University instructor.,AAS
83838,AAS 444,BLACK INTELLECTUALS AND GLOBAL CONTEXTS,Spring 2017,4.0,Open,MW,1025,1140,B&L,315,0,MICHAEL J,NULL,"In this course we will consider the special contributions of black intellectuals to the culture and controversies of North America and the Atlantic world.  We will consider definitions of the “intellectual” and the special demands on and requirements of artistic expression in the African diaspora.  Analyses of artistic and intellectual traditions and of problems like racial identity, national belonging, artistic expression, and gender will focus our discussions. Works to be discussed may include Phyllis Wheatley, Frederick Douglass, Anna Cooper, W. E. B. DuBois, Booker T. Washington, Francis Harper, Ida B. Wells, Zora Hurston, George Schuyler, Franz Fanon, C. L. R. James, James Baldwin, Hortense Spillers, Maryse Condé, Spike Lee and others.",AAS
10289,AAS 449,The Civil War,Spring 2017,4.0,Open,TR,1105,1220,MEL,224,0,HUDSON L,NULL,"Over 150 years after the Civil War,  historians continue to disagree as to ""what caused the war"" and raise doubts as to exactly who were the ""winners"" and ""losers.""  The course re-examines the causes, conduct, and consequences of the American Civil War.",AAS
83816,AAS 472,HARLEM RENAISSANCE,Spring 2017,4.0,Open,TR,940,1055,HUTCH,138,0,TUCKER J,NULL,"The explosion of black culture during the early Twentieth Century known as the “Harlem” or (more broadly) “New Negro” Renaissance included the emergence of some of the most important works of the African American literary tradition. This course will provide a survey of the literature and culture that reflect the spirit of that era. In addition, the course will consider recent African-American fiction in order to ascertain what the Harlem Renaissance has meant for subsequent writers and artists. Special attention will be paid to the following topics: migration, jazz, the Blues, literary modernism, theories of black identity, and difference within black America. Readings include works by Langston Hughes, Zora Neale Hurston, Jean Toomer, George Schuyler, Toni Morrison, Samuel R. Delany, and more. Requirements include class participation, six 1-page reading responses, and two 6-8-page formal writing assignments.",AAS
10291,AAS 986V,FULL TIME VISITING STUDENT,Spring 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AAS
10314,AH 100,INTRODUCTION TO VISUAL & CULTURAL STUDIES,Spring 2017,4.0,Open,MW,1400,1515,MOREY,504,40,YEPES MUNOZ R; WILLIS S,NULL,"The aim of this course is two-fold: First, to develop an understanding of the extraordinary variety of ways meaning is produced in visual culture; secondly, to enable students to analyze and describe the social, political and cultural effects of these meanings. By studying examples drawn from contemporary art, film, television, digital culture, and advertising we will learn techniques of analysis developed in response to specific media and also how to cross-pollinate techniques of analysis in order to gain greater understanding of the complexity of our visual world. Grades are based on response papers, class attendance and participation, and a midterm and a final paper.  Occasional film screenings will be scheduled as necessary in the course of the semester.",AH
10323,AH 102,INTRODUCTION TO MEDIA STUDIES,Spring 2017,4.0,Open,TR,1230,1345,GAVET,202,75,BURGES J,NULL,"This course introduces students to the theory and practice of media studies. We will look at a range of both media and historical tendencies related to the media, including manuscript culture, print, and the rise of the newspaper, novel, and modern nation-state; photography, film, television and their respective differences as visual mediums; important shifts in attitudes towards painting; the place of sound in the media of modernity; and the computerization of culture brought about by the computer, social networks, video games, and cell phones. In looking at these, we will consider both the approaches that key scholars in the field of media studies use, and the concepts that are central to the field itself (media/medium; medium-specificity; remediation; the culture industry; reification and utopia; cultural politics). By the end of the class, students will have developed a toolkit for understanding, analyzing, and even using the media that shape their lives in late modernity.",AH
86985,AH 106,Introduction to Archaeology,Spring 2017,4.0,Open,TR,1400,1515,DEWEY,2110D,28,SMITH A,NULL,"This course introduces the student to the field of archaeology through three units of study: 1) The history of excavation from ancient to modern times, 2) The techniques of excavation and the analysis of material remains, 3) Modern theories of cultural interpretation of archaeological sites.  We will discuss the value of archaeological approaches to the fields of anthropology, history, architectural and art history, religious and classical studies.  Much of the instruction will be illustrated by case studies of sites; although the view will be global, there will be a concentration in Old World material from prehistory to the early modern period.  Students will be required to write three essays, with subjects selected from each of the three course units.",AH
81413,AH 142,"ARTS OF EAST ASIA (I): ca. 10,000 BCE – 1000 CE",Spring 2017,4.0,Open,TR,1105,1220,MOREY,524,20,LIU L,NULL,"This course introduces the arts of China, Japan, and Korea from the Neolithic times to around the end of the first millennium CE. It provides a general understanding of prehistoric and historical cultures and civilizations of East Asia through a selection of objects, monuments, and artworks. It aims to narrate histories and map geographies by considering the roles of the arts. We will look at both regional resources and the mobility of materials and artifacts in transregional contexts. We will discuss them in terms of ritual uses, socioeconomic forces, intellectual impetuses, as well as processes of historical changes, religious transmissions, and cultural encounters.",AH
81477,AH 208,EARLY MODERN CHINESE PNTG,Spring 2017,4.0,Open,M,1025,1305,MOREY,524,20,LIU L,NULL,"This seminar considers painting as both a socio-cultural practice and a historical agent in early modern China, ca. 1400–1800. Starting from the fifteenth century, Chinese painting underwent significant change in terms of representational mode as well as art-historical consciousness. Modern understandings of Chinese painting have been influenced by artistic criticism written by literati at that time, which perpetuate painting’s anachronistic status as a seemingly idealizing cultural vehicle, categorizing this period as the “post-history” of Chinese painting history. Our goal will be to understand the historical nuances of painting of this period. We will explore how painting, as both an artistic practice and an aesthetic mode, entangled in constructing people’s everyday lives including interior display, garden construction, outdoor spaces, religious sites, and commercial and urban surroundings. We will also examine the intellectual impetus in the innovation of painting’s composition, space, and representation",AH
81976,AH 218,PHOTOGRAPHY IN EAST ASIA,Spring 2017,4.0,Open,TR,1525,1640,LATT,401,15,SCHAEFER W,NULL,"Course explores the intertwining of photography, culture, and modernity in East Asia. Topics include the redefinition and transformation of photography within the visual cultures of 19-century Japan and early 20th-century China; and how in the photography of recent decades the border of art and documentary have become a site for engaging with urgent questions of place, displacement, the presence of the past, and an ever-changing world of images.",AH
85307,AH 221,CLASSICAL ARCHAEOLOGY: ROMAN ART & ARCHAEOLOGY,Spring 2017,4.0,Open,MW,1525,1640,MOREY,502,35,COLANTONI E,NULL,"An examination of the physical remains of ancient Roman civilization, with an emphasis on architecture, sculpture, painting, and other visual arts, in order to understand Roman culture and society.",AH
81107,AH 224,RUSSIAN ART,Spring 2017,4.0,Open,MW,1400,1515,LATT,401,0,MASLENNIKOV N,NULL,"The history of Russian art and architecture from the Christianization of Russia through the twentieth century. Students learn how to read icons, discern the major features of Russian churches, and follow the development of Russian painting from the age of realism to modern times. In English.",AH
10419,AH 228,ARCHAEOLOGY AFRICAN DIASPORA,Spring 2017,4.0,Open,TR,1230,1345,LATT,413,20,BIVERIDGE F,NULL,"The course will examine the nature and culture of the African Diaspora as found on the African continent, Europe, the Americas and elsewhere. Among key issues on which the course will focus are variability, continuity and change in the cultures of different groups of Diasporan Africans, and relationships that are found between major environmental challenges as well as historical events such as the Islamic Jihads, Trans-Saharan Trade, the Trans-Atlantic Slave Trade, colonialism, and Plantation Slavery in West Africa and the relocation and redistribution of African populations in Africa. A critical component of this class examines the historical, ethnographic, and archaeological research done in Africa, Europe, and the Americas to inform the student about theories and interpretations concerning the African Diaspora.",AH
10422,AH 238,AFRICAN ART TODAY,Spring 2017,4.0,Open,MW,1400,1515,MEL,209,0,SHELDON B,NULL,"This course will examine African art in its cultural, geographical, and historical contexts. We will discuss artists living on and off the continent, working in various modes and media, and grappling with a broad range of concepts and themes. We will trouble the terms “traditional” and “contemporary,” asking how these words translate into the current landscape of African artistic practice. We will also consider what it means to be an “African” artist in the context of colonial legacies, shifting political systems, and ongoing migration. We will explore these topics through readings, images, films, group activities, individual assignments, and in-class discussions.",AH
85919,AH 243,FOUCAULT AND THE ETHICS OF THEORY,Spring 2017,4.0,Open,W,1650,1930,MOREY,504,30,DORAN R,NULL,"Course explores the crucial role played by French philosopher Michel Foucault in the ethical and political transformations of “Theory” or “Critical Theory,” an intellectual movement that has had a profound effect on literary studies, art history, cultural studies, cultural anthropology, gender studies, historical theory, musicology, and visual/film studies. Readings include Badiou, Barthes, Butler, Derrida, Foucault, Habermas, Jameson, Rabaté, Rancière, Rorty, Said, Spivak, White. Conducted in English.",AH
85906,AH 249,PERFORMANCE STUDIES,Spring 2017,4.0,Open,MW,1400,1515,B&L,315,0,ROSENSWEIG A,NULL,"Shakespeare tells us that ""All the world's a stage, and all the men and women merely players."" But what kind of stage is our world? And what sort of players are we? This class will take up such questions through the interdisciplinary field of performance studies. We will examine topics ranging from self expression and gender performance to forms of ritual and collective action. This course will be taught in English.",AH
85501,AH 260,GLOBAL VIDEO GAMES:CULTURES,Spring 2017,4.0,Open,TR,1650,1805,MEL,224,20,ZULKARNAIN I,NULL,"This course will explore the production, distribution, and consumption of video games as a global phenomenon. Through case studies and hands-on approach, we will consider how the juxtaposition of history, theory, and gaming practices operates in different geographical contexts. Focusing on a combination between regions not usually examined by video game studies as well as mainstream video game market, this course will expose students to a nuanced and fluid picture of video games as a medium and as a culture. No experience in game design or game development is necessary.",AH
83874,AH 267,ANIMATION AND THE ARTS,Spring 2017,4.0,Open,TR,1525,1640,GRGEN,108,0,BURGES J,NULL,"In the past 30 years, cinema has arguably become an animated medium due to the digital turn. Whether or not you agree, animation has achieved an aesthetic foothold in the contemporary period, evidence for which can be found in the rise of Pixar, and in the extensive use of CGI in films that can only be quaintly thought of as “live action” anymore. At times, we will seek to understand the aesthetic specificity and cultural significance of animation as a moving image medium by situating it in the visual, literary, graphic, and performing arts of both the present and the past. However, our main concern will be to understand what animation is and the different forms it takes in a variety of examples from superhero series and fantasy blockbusters; celluloid, stop motion, and digital animation; experimental cinema and television cartoons to relevant myths, fables, and children’s literature; comic books, graphic novels, and literary fiction; and cultural practices such as the silhouette and puppetry.",AH
85760,AH 273,ETHNOARCHAEOLOGY OF AFRICA,Spring 2017,4.0,Open,TR,1525,1640,LCHAS,163,20,BIVERIDGE F,NULL,"Ethnoarchaeology is the ethnographic study of peoples for archaeological reasons, usually through the study of the material remains of a society. Ethnoarchaeology aids archaeologists in reconstructing ancient lifeways by studying the material and non-material traditions of modern societies. This course will examine ethnoarchaeological work in Africa that is sensitive to the daily realities of peoples’ lives while it simultaneously builds the types of knowledge necessary for ethnoarchaeology to meet its important cognitive role within archaeological research. Examples will be drawn from research with potters and consumers, iron smelters, pastoralists, artists, and ethno-pharmacologists in West Africa, Southern Africa, and Eastern Africa. The course will guide the student to understand what ethnoarchaeology is, and to acquire skills, which would enable her or him to practice it. Lectures will be combined with class discussions of specific case studies.",AH
81227,AH 284,MODERN ARCHITECTURE & URBANISM:  LA MODERN,Spring 2017,4.0,Open,R,1400,1640,MOREY,524,20,CRIMP D,Introduction to VCS or Introduction to Art History,"The architecture of Los Angeles will serve two different purposes in this seminar. On the one hand, we will study the whole range of modern architecture--from mission style (Gill), arts and crafts (Greene and Greene), and the early modernists (Wright, Schindler), to high modernism (Neutra, the Case Study houses), and postmodernism (Gehry)--as a singular regional, but nevertheless representative development of modern architecture. On the other hand, using architecture as a starting point, we will look at the strange utopia/dystopia of Los Angeles as an example of a new kind of urbanism and style of living. Our texts will include not only studies of architecture, but also Hollywood films (Chinatown, Bladerunner), detective novels (Raymond Chandler), new journalism (Joan Didion), and urban theory (Reyner Bahnam, Mike Davis).",AH
10392,AH 285,HISTORY OF PHOTOGRAPHY II,Spring 2017,4.0,Open,MW,1525,1640,MOREY,524,20,LEWIS J,NULL,NULL,AH
81168,AH 311,"DANCE, ART, AND FILM",Spring 2017,4.0,Open,T,1400,1640,MOREY,524,15,CRIMP D,NULL,"This course explores relations among dance, art,and film at significant moments in the 20th & 21st centuries. We will study instances in which the forms are closely aligned, including the famous productions by artists Gontcharova, Picasso, & Matisse, for Diaghilev’s Ballets Russes; Martha Graham’s partnership with Isamu Noguchi; & Merce Cunningham’s work with Robert Rauschenberg. We will look simply at how dance is filmed or how dance uses film. The course will concentrate on two figures of the postwar American avant-garde: Merce Cunningham & Yvonne Rainer. Cunningham’s dances choreographed for film in collaboration with film & video makers & Rainer’s move from choreography to filmmaking & eventually to hybrids of the two will constitute the core of the course. Other major figures will be explored: choreographers George Balanchine, Doris Humphrey, Trisha Brown, William Forsythe, Anne Teresa De Keersmaeker; & filmmakers Maya Deren, Ed Emshwiller; Babette Mangolte, Dominique Delouche, Thierry de May, etc.",AH
10512,AH 317,STREET PHOTOGRAPHY,Spring 2017,4.0,Open,W,1650,1930,MOREY,524,20,LEWIS J,NULL,"This seminar course explores critical issues in the photographic history of urban public space from glass negatives to Google’s “street view.” With the advent of fast exposures and hand-held cameras in the late nineteenth century, photographic practice quickly merged with the experiences of men and women on the level of the street. Street photography – whether viewed as a genre, a practice, a historical phenomenon, or a formal canon – takes on the subject of urban space and its occupants, exploring everything from pavement stones, graffiti, lights, cars, and trains, to pigeons, pedestrians, crowds, mobs, and demonstrations. Some photographers in this category dedicated themselves to a visual style that matched the spontaneity of urban life, while others sought to record identity, history, and politics as it unfolded in the public sphere. Class participants will examine the photographs and photographers that define street photography, which practices are behind this class of images, and where street photograph",AH
10529,AH 391,INDEPENDENT STUDY,Spring 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Independent study under faculty guidance of a limited field of art history or individual study on a single topic at an advanced level under the guidance of a member of the art history faculty.,AH
10575,AH 391W,INDEPENDENT STUDY,Spring 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Independent study under faculty guidance of a limited field of art history or individual study on a single topic at an advanced level under the guidance of a member of the art history faculty.,AH
10594,AH 393,ART HISTORY HONORS PROJECT,Spring 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,"See ""Requirements for Honors in Art History.""",AH
92117,AH 393W,ART HISTORY HONORS PROJECT,Spring 2017,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10608,AH 394,INTERNSHIPS,Spring 2017,8.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Internships in London and the United States.,AH
10613,AH 396,MUSEUM INTERNSHIP,Spring 2017,4.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10624,AH 397,EUROPEAN ARTS INTERNSHIP,Spring 2017,8.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
